,PIece_ID,Phrase_number,Phrase_start,Phrase_stop,Rhyme_ID,Phrase_text,piece_id,Column10,Column11,Column12
1587,DC0811,10,37,58,d,"En beaulté, veulx bien acheter. ",Que vous donnez et que je prenne,,,
1588,DC0812,1,1,5,a,"Las que me sert ce riz tant gratieux,","Las, que me sert ce riz tant gratieux",,,
1589,DC0812,2,6,10,b,"Et le baiser sans le don de mercy,","Las, que me sert ce riz tant gratieux",,,
1590,DC0812,3,1,5,a,"Puisque n’ay poinct le jeu delicieux,","Las, que me sert ce riz tant gratieux",,,
1591,DC0812,4,6,11,b,"Cela ne faict que me donner soucy,","Las, que me sert ce riz tant gratieux",,,
1592,DC0812,5,11,15,b,"J’aymerois mieulx qu’on me dist fuiz d’icy,","Las, que me sert ce riz tant gratieux",,,
1593,DC0812,6,15,19,c,"Puisque je n’ay le don de jouissance,","Las, que me sert ce riz tant gratieux",,,
1594,DC0812,7,19,23,b,"Car je ne puis me contenter ainsi,","Las, que me sert ce riz tant gratieux",,,
1595,DC0812,8,23,32,c,"Rire, et baiser c’est peu de recompense.","Las, que me sert ce riz tant gratieux",,,
1596,DC0813,1,1,7,a,"Si à te voir n'ay osé entreprendre,",Si à te voir n'ay osé entreprendre,,,
1597,DC0813,2,5,11,b,"Ne m'en vueilles (amy) imputer vice,",Si à te voir n'ay osé entreprendre,,,
1598,DC0813,3,1,7,a,"L'honneur se faict si trescherement vendre,",Si à te voir n'ay osé entreprendre,,,
1599,DC0813,4,5,12,b,"Que d'un chascun fault craindre la malice,",Si à te voir n'ay osé entreprendre,,,
1600,DC0813,5,12,16,b,"Mesmes de ceulx de qui on a service,",Si à te voir n'ay osé entreprendre,,,
1601,DC0813,6,16,20,c,"Car ilz se font plus craindre qu'estimer,",Si à te voir n'ay osé entreprendre,,,
1602,DC0813,7,21,26,b,"Mais si un jour sans eulx voir je te puisse,",Si à te voir n'ay osé entreprendre,,,
1603,DC0813,8,25,32,c,Tu cognoistras combien te veulx aymer. ,Si à te voir n'ay osé entreprendre,,,
1604,DC0814,1,1,8,a,"J'ay d'un costé l'honneur tant estimé,",J'ay d'un costé l'honneur tant estimé,,,
1605,DC0814,2,7,14,b,"Devant les yeulx, lequel je veulx avoir,",J'ay d'un costé l'honneur tant estimé,,,
1606,DC0814,3,14,23,a,"J'ay d'aultre part, un amy tant aymé",J'ay d'un costé l'honneur tant estimé,,,
1607,DC0814,4,22,29,b,"Dedans mon cœur, que je n'ay le pouvoir",J'ay d'un costé l'honneur tant estimé,,,
1608,DC0814,5,29,33,b,"De l'en oster, et si ne les puis voir",J'ay d'un costé l'honneur tant estimé,,,
1609,DC0814,6,33,43,c,"Tous deux en moy, dont fort je me tourmente,",J'ay d'un costé l'honneur tant estimé,,,
1610,DC0814,7,43,51,c,"Las je ne sçay duquel me rendre absente,",J'ay d'un costé l'honneur tant estimé,,,
1611,DC0814,8,51,56,d,"Car l'un m'est doulx, et si pres de mon cœur,",J'ay d'un costé l'honneur tant estimé,,,
1612,DC0814,9,56,63,c,"L'aultre un chascun si tresfort il contente, ",J'ay d'un costé l'honneur tant estimé,,,
1613,DC0814,10,65,72,d,Qu'en contre moy il sera le vainqueur. ,J'ay d'un costé l'honneur tant estimé,,,
1614,DC0815,1,1,6,a,"Mort, et amour un jour se rencontrerent,",Mort et amour un jour se rencontrerent,,,
1615,DC0815,2,6,11,b,"Dans un logis sinistre, et malheureux,",Mort et amour un jour se rencontrerent,,,
1616,DC0815,3,1,6,a,"Sans y penser leur traict entrechangerent,",Mort et amour un jour se rencontrerent,,,
1617,DC0815,4,6,11,b,"Dont la mort fit maintz viellardz amoureux, ",Mort et amour un jour se rencontrerent,,,
1618,DC0815,5,12,14,b,"Amour aussi par ce sert douloureux,",Mort et amour un jour se rencontrerent,,,
1619,DC0815,6,14,21,c,"Du traict d'amour ses amantz attrappa,",Mort et amour un jour se rencontrerent,,,
1620,DC0815,7,22,27,b,"Voilla pourquoy si triste et langoureux,",Mort et amour un jour se rencontrerent,,,
1621,DC0815,8,28,32,c,Je meurs du traict dont amour me frappa. ,Mort et amour un jour se rencontrerent,,,
1622,DC0816,1,1,5,a,"Frere frappart troussé, comme il fauldroit,",Frere Frappart troussé comme il faudroit,,,
1623,DC0816,2,5,10,b,"Venoit des champs, et faisait bonne trogne,",Frere Frappart troussé comme il faudroit,,,
1624,DC0816,3,1,5,a,"Une nonnain trouva qui y alloit,",Frere Frappart troussé comme il faudroit,,,
1625,DC0816,4,5,10,b,"Il la vous print luy disant ma mignonne, ",Frere Frappart troussé comme il faudroit,,,
1626,DC0816,5,11,14,b,"Ferons nous pas vous et moy la besongne,",Frere Frappart troussé comme il faudroit,,,
1627,DC0816,6,14,18,c,"Allons à part pour remuer la fesse,",Frere Frappart troussé comme il faudroit,,,
1628,DC0816,7,18,21,b,Et si quelqu'un sus le faict nous empongne,Frere Frappart troussé comme il faudroit,,,
1629,DC0816,8,21,29,c,"M'excuseray, disant je vous confesse.",Frere Frappart troussé comme il faudroit,,,
1630,DC0817,1,1,12,a,"J'ay veu que j'estois serviteur,",J'ay veu que j'estois serviteur,,,
1631,DC0817,2,12,23,b,Maintenant ne le veulx plus estre.,J'ay veu que j'estois serviteur,,,
1632,DC0817,3,1,12,a,"Et si ne me sentz pas peu d'heur,",J'ay veu que j'estois serviteur,,,
1633,DC0817,4,12,24,b,"Que d'estre hors des mains d'un tel maistre,",J'ay veu que j'estois serviteur,,,
1634,DC0817,5,24,30,b,Amour tu sçeuz mal recognoistre,J'ay veu que j'estois serviteur,,,
1635,DC0817,6,30,36,c,"Mes labeurs, dont ma plainte est vaine,",J'ay veu que j'estois serviteur,,,
1636,DC0817,7,37,41,c,"Pour tout loyer m'as rendu peine,",J'ay veu que j'estois serviteur,,,
1637,DC0817,8,41,48,d,"Et puis te dis Dieu gratieux,",J'ay veu que j'estois serviteur,,,
1638,DC0817,9,46,58,c,"Si m'as jamais soubz ton domaine,",J'ay veu que j'estois serviteur,,,
1639,DC0817,10,57,67,d,Je veulx qu'on me creve les yeulx.,J'ay veu que j'estois serviteur,,,
1640,DC0818,1,1,6,a,"Elle s'en va dont tant triste demeure,","Elle s'en va, dont tant triste demeure",,,
1641,DC0818,2,6,10,b,"Qu'a mon ennuy n'ay moyen de pourvoir,","Elle s'en va, dont tant triste demeure",,,
1642,DC0818,3,11,15,a,"Qu'elle partie aussi tost je ne meure,","Elle s'en va, dont tant triste demeure",,,
1643,DC0818,4,15,25,b,Sans un espoir de bien tost la revoir.,"Elle s'en va, dont tant triste demeure",,,
1644,DC0819,1,1,7,a,"Helas amy que ta longue demeure,","Helas amy, que ta longue demeure",,,
1645,DC0819,2,7,12,b,"M'est ennuyeuse, et forte à supporter, ","Helas amy, que ta longue demeure",,,
1646,DC0819,3,1,7,a,"Car sans te voir un seul jour, un quart d'heure,","Helas amy, que ta longue demeure",,,
1647,DC0819,4,7,13,b,"Me sont tant longs que ne les puis compter,","Helas amy, que ta longue demeure",,,
1648,DC0819,5,13,16,b,Et ny a nul qui peult reconforter,"Helas amy, que ta longue demeure",,,
1649,DC0819,6,16,20,c,"Mon povre cœur qui si fort se lamente,","Helas amy, que ta longue demeure",,,
1650,DC0819,7,22,28,b,"N'ayant plaisir qu'à se desconforter,","Helas amy, que ta longue demeure",,,
1651,DC0819,8,27,33,c,Tant que seray de toy (amy) absente. ,"Helas amy, que ta longue demeure",,,
1652,DC0820,1,1,4,a,"Desia quaquette l'arondelle,",Desja quaquette l'arondelle,,,
1653,DC0820,2,2,8,b,"Sus sus debout c'est trop dormi,",Desja quaquette l'arondelle,,,
1654,DC0820,3,8,11,b,"C'est trop tard dormi pour l'amy,",Desja quaquette l'arondelle,,,
1655,DC0820,4,12,17,a,"Qui comme j'ay maistresse ha belle,",Desja quaquette l'arondelle,,,
1656,DC0820,5,17,20,c,"Folastre oiseau tire de l'æsle, ",Desja quaquette l'arondelle,,,
1657,DC0820,6,21,22,d,"Sois luy prognonsticque en amour,",Desja quaquette l'arondelle,,,
1658,DC0820,7,22,27,c,"Par ton plaisant chant en l'oreille,",Desja quaquette l'arondelle,,,
1659,DC0820,8,27,31,c,"Criant reveille toy reveille,",Desja quaquette l'arondelle,,,
1660,DC0820,9,31,43,d,L'amy voirras au poinct du jour.,Desja quaquette l'arondelle,,,
1661,DC0821,1,1,5,a,"Ce qui pour moy en ce monde fus mis,",Ce qui pour moy en ce monde fut mis,,,
1662,DC0821,2,5,12,b,Ne doibt il pas à moy du tout se dire?,Ce qui pour moy en ce monde fut mis,,,
1663,DC0821,3,1,5,a,"Doibt il prester l'oreille aux ennemis,",Ce qui pour moy en ce monde fut mis,,,
1664,DC0821,4,5,13,b,Qui à mon bien sont prest de contre dire?,Ce qui pour moy en ce monde fut mis,,,
1665,DC0821,5,13,19,b,"Non non m'amye, il ne s'en fault que rire, ",Ce qui pour moy en ce monde fut mis,,,
1666,DC0821,6,19,25,c,"Ce sont jaloux dont ne te doibt chaloir,",Ce qui pour moy en ce monde fut mis,,,
1667,DC0821,7,24,30,b,"Leur veulx tu bien servir de grand martyre,",Ce qui pour moy en ce monde fut mis,,,
1668,DC0821,8,30,40,c,Ayme tousjours ne change ton vouloir. ,Ce qui pour moy en ce monde fut mis,,,
1669,DC0822,1,1,9,a,"J'ay tant souffert pour un plaisir avoir, ",J'ay tant souffert pour un plaisir avoir,,,
1670,DC0822,2,9,16,b,"En esperant que j'eusse recompense,",J'ay tant souffert pour un plaisir avoir,,,
1671,DC0822,3,17,22,b,"Helas amour ce n'est poinct ce qu'on pense,",J'ay tant souffert pour un plaisir avoir,,,
1672,DC0822,4,21,30,a,Refusé suis en faisant mon debvoir. ,J'ay tant souffert pour un plaisir avoir,,,
1673,DC0823,1,1,6,a,"Amour, et mort ont faict une alliance,",Amour et mort ont faict une alliance,,,
1674,DC0823,2,6,12,b,"En conspirant mon total detriment,",Amour et mort ont faict une alliance,,,
1675,DC0823,3,1,6,a,"Amour me met hors de toute esperance,",Amour et mort ont faict une alliance,,,
1676,DC0823,4,6,12,b,"Et mort me veult alleger asprement,",Amour et mort ont faict une alliance,,,
1677,DC0823,5,13,17,b,Mais si je puis inventer seulement,Amour et mort ont faict une alliance,,,
1678,DC0823,6,17,21,c,"L'art et moyen, de cest amour confondre,",Amour et mort ont faict une alliance,,,
1679,DC0823,7,22,27,b,"Je me tiendray, alors si seurement,",Amour et mort ont faict une alliance,,,
1680,DC0823,8,27,34,c,Que je pourray à toute mort respondre. ,Amour et mort ont faict une alliance,,,
1681,DC0824,1,1,12,a,"Pleust or à Dieu, pour finer mes malheurs, ",Pleust or a Dieu pour finer mes malheurs,,,
1682,DC0824,2,11,17,b,"Que je vous fuisse à mon commandement,",Pleust or a Dieu pour finer mes malheurs,,,
1683,DC0824,3,1,12,a,"Ou pour le moins, que voz grandes valeurs, ",Pleust or a Dieu pour finer mes malheurs,,,
1684,DC0824,4,11,17,b,"Ne feussent point en mon entendement,",Pleust or a Dieu pour finer mes malheurs,,,
1685,DC0824,5,18,23,b,"Car voz beaux yeulx me plaisent tellement,",Pleust or a Dieu pour finer mes malheurs,,,
1686,DC0824,6,21,28,c,"Et vostre amour, me semble tant heureuse, ",Pleust or a Dieu pour finer mes malheurs,,,
1687,DC0824,7,28,36,b,"Que je languis, ainsi voyla comment,",Pleust or a Dieu pour finer mes malheurs,,,
1688,DC0824,8,36,46,c,"Ce que me plaist, m'est chose douloureuse. ",Pleust or a Dieu pour finer mes malheurs,,,
1689,DC0825,1,1,6,a,"Cent mille fois estant dedans ma couche,",Cent mille foys estant dedans ma couche,,,
1690,DC0825,2,6,13,b,"Seule sans vous, et de mon mary veusve,",Cent mille foys estant dedans ma couche,,,
1691,DC0825,3,1,6,a,"J’ay souhaitté ceste tant doulce bouche,",Cent mille foys estant dedans ma couche,,,
1692,DC0825,4,6,14,b,"(De vous amy) qui souvent a faict prouve,",Cent mille foys estant dedans ma couche,,,
1693,DC0825,5,14,20,b,"De nostre amour, qui a aultre ne trouve,",Cent mille foys estant dedans ma couche,,,
1694,DC0825,6,19,27,c,"Estre semblable en cas d’honnesteté,",Cent mille foys estant dedans ma couche,,,
1695,DC0825,7,28,33,b,"Car si couchez ensemble on nous decouvre,",Cent mille foys estant dedans ma couche,,,
1696,DC0825,8,34,41,c,"Ja pour cela, ne perdrois chasteté.",Cent mille foys estant dedans ma couche,,,
1697,DC0901,1,1,8,a,"Je ne cognois femme en ceste contrée,",Je ne cognois femme en ceste contrée,,,
1698,DC0901,2,4,11,b,"Que comme moy ayt tant de passion,",Je ne cognois femme en ceste contrée,,,
1699,DC0901,3,11,18,a,"Car je me sentz d'amour si fort oultrée,",Je ne cognois femme en ceste contrée,,,
1700,DC0901,4,15,21,b,Que n'ay pouvoir d'en faire fiction ,Je ne cognois femme en ceste contrée,,,
1701,DC0901,5,21,25,b,"Bien je vouldrois avoir l'invention,",Je ne cognois femme en ceste contrée,,,
1702,DC0901,6,28,30,c,Garder les gens de notre amour mesdire ,Je ne cognois femme en ceste contrée,,,
1703,DC0901,7,30,34,c,Mais je ne puis sans vouloir contredire,Je ne cognois femme en ceste contrée,,,
1704,DC0901,8,34,39,d,"A mon amy, qui m'ayme si tresfort,",Je ne cognois femme en ceste contrée,,,
1705,DC0901,9,39,46,c,"Que quand il est un jour sans me voir rire,",Je ne cognois femme en ceste contrée,,,
1706,DC0901,10,43,49,d,De huict apres ne prend nul reconfort.,Je ne cognois femme en ceste contrée,,,
1707,DC0902,1,1,10,a,"Faisons le dire mensonger,",Faisons le dire mensonger,,,
1708,DC0902,2,10,16,a,"Que tout soubz le ciel doibt changer,",Faisons le dire mensonger,,,
1709,DC0902,3,16,20,b,"Montrant par l'effect qu'on voirra,",Faisons le dire mensonger,,,
1710,DC0902,4,20,26,b,Que point nostre amour changera.,Faisons le dire mensonger,,,
1711,DC0903,1,1,4,a,Si l'amytié n'est que conjonction,Si l'amyitié n'est que conjonction,,,
1712,DC0903,2,4,10,b,"De deux moytiez, qui se suivent ensemble,",Si l'amyitié n'est que conjonction,,,
1713,DC0903,3,1,4,a,"Et l'adieu n'est que separation, ",Si l'amyitié n'est que conjonction,,,
1714,DC0903,4,4,10,b,Qui ce plaisant lacq d'amour desassemble:,Si l'amyitié n'est que conjonction,,,
1715,DC0903,5,11,16,b,"Las y a il, qui plus estrange semble",Si l'amyitié n'est que conjonction,,,
1716,DC0903,6,16,21,c,"A deux amantz, que ce fascheux adieu?",Si l'amyitié n'est que conjonction,,,
1717,DC0903,7,21,25,b,"Ennuyeux mot, qui tout plaisir nous emble,",Si l'amyitié n'est que conjonction,,,
1718,DC0903,8,25,32,c,Et sans lequel serions esgaulx à Dieu.,Si l'amyitié n'est que conjonction,,,
1719,DC0904,1,1,4,a,"Si je cuidois (pour gemir, et complaindre)",Si je cuidois (pour gemir et complaindre),,,
1720,DC0904,2,4,9,b,"Faire eschauffer sa froide affection,",Si je cuidois (pour gemir et complaindre),,,
1721,DC0904,3,1,4,a,"On me voirroit pleurer, crier, et plaindre,",Si je cuidois (pour gemir et complaindre),,,
1722,DC0904,4,4,10,b,Pour alleger ma triste affliction ,Si je cuidois (pour gemir et complaindre),,,
1723,DC0904,5,10,13,c,"Tant plus je plains, plus croist ma passion ",Si je cuidois (pour gemir et complaindre),,,
1724,DC0904,6,13,17,d,Tant plus la prie (à m'aymer) moins s'enflamme ,Si je cuidois (pour gemir et complaindre),,,
1725,DC0904,7,17,22,c,"O cas estrange, et de compassion,",Si je cuidois (pour gemir et complaindre),,,
1726,DC0904,8,22,29,d,"Que tant plus froide elle est, plus croist ma flamme.",Si je cuidois (pour gemir et complaindre),,,
1727,DC0905,1,1,8,a,"Je ne suis pas si sot berger,",Je ne suis pas si sot berger,,,
1728,DC0905,2,8,16,a,"Si vous tenois à mon coucher,",Je ne suis pas si sot berger,,,
1729,DC0905,3,16,18,a,Que ne vous fisses despouiller,Je ne suis pas si sot berger,,,
1730,DC0905,4,18,21,b,"Cotte, et chemise,",Je ne suis pas si sot berger,,,
1731,DC0905,5,21,24,c,Et puis mon flageolet auriez,Je ne suis pas si sot berger,,,
1732,DC0905,6,24,26,b,A votre guise.,Je ne suis pas si sot berger,,,
1733,DC0906,1,1,6,a,"A ce matin d'un beau bouquet de rose,",A ce matin d'un beau bouquet de rose,,,
1734,DC0906,2,5,11,b,"Celle qui a mon cœur m'a faict present,",A ce matin d'un beau bouquet de rose,,,
1735,DC0906,3,1,6,a,"Le me donnant de sa bouche desclose,",A ce matin d'un beau bouquet de rose,,,
1736,DC0906,4,5,12,b,"Si m'a faict part d'un baiser tant plaisant,",A ce matin d'un beau bouquet de rose,,,
1737,DC0906,5,13,17,b,Que tost apres le departir pensant,A ce matin d'un beau bouquet de rose,,,
1738,DC0906,6,17,22,c,"Prendre l'odeur, de ce bouquet donné,",A ce matin d'un beau bouquet de rose,,,
1739,DC0906,7,21,26,c,Bien je le voy de belles fleurs orné ,A ce matin d'un beau bouquet de rose,,,
1740,DC0906,8,25,31,d,"Mais ne sentoit rose, ny marjoulaine,",A ce matin d'un beau bouquet de rose,,,
1741,DC0906,9,31,36,c,"Ja ne falloit que j'en fusse estonné,",A ce matin d'un beau bouquet de rose,,,
1742,DC0906,10,35,43,d,Plustost est soif l'odeur de son haleine.,A ce matin d'un beau bouquet de rose,,,
1743,DC0907,1,1,5,a,"Je suis honteux, et n'ose descouvrir",Je suis honteux et n'ose descouvrir,,,
1744,DC0907,2,5,11,b,"La bonne amour, que j'ay envers m'amye,",Je suis honteux et n'ose descouvrir,,,
1745,DC0907,3,1,5,a,Si une fois je la puis recouvrir,Je suis honteux et n'ose descouvrir,,,
1746,DC0907,4,5,11,b,"A mon secret, seule sans compagnye,",Je suis honteux et n'ose descouvrir,,,
1747,DC0907,5,11,16,b,Je luy diray dame trop il m'ennuye,Je suis honteux et n'ose descouvrir,,,
1748,DC0907,6,16,21,c,"De vostre cœur, que n'en sçay la pensée ",Je suis honteux et n'ose descouvrir,,,
1749,DC0907,7,22,27,b,"Accollez moy doulcement je vous prie,",Je suis honteux et n'ose descouvrir,,,
1750,DC0907,8,26,36,c,Et dictes moy (si vous plaist) la journée.,Je suis honteux et n'ose descouvrir,,,
1751,DC0908 ,1,1,9,a,"Las, si Amour nouveau conseil n’apporte,","Las, si amour nouveau conseil n'apporte",,,
1752,DC0908 ,2,9,18,b,"En brief seray contrainct changer ma vie,","Las, si amour nouveau conseil n'apporte",,,
1753,DC0908 ,3,18,28,b,"Tant ay de peur, et sur moy peult envie,","Las, si amour nouveau conseil n'apporte",,,
1754,DC0908 ,4,29,37,a,"Qu'en desir vis, et l'esperance est morte.","Las, si amour nouveau conseil n'apporte",,,
1755,DC0909,1,1,6,a,"Si Salamandre en flamme vit, c'est peu,",Si Salamandre en flamme vit c'est peu,,,
1756,DC0909,2,6,12,b,"Merveilles n'ay des œuvres de nature,",Si Salamandre en flamme vit c'est peu,,,
1757,DC0909,3,12,18,a,"Celle qui est de glace, et moy de feu,",Si Salamandre en flamme vit c'est peu,,,
1758,DC0909,4,17,24,b,"Au droict milieu de mon cœur vit, et dure,",Si Salamandre en flamme vit c'est peu,,,
1759,DC0909,5,23,28,a,Qui la defend en un si ardant lieu?,Si Salamandre en flamme vit c'est peu,,,
1760,DC0909,6,27,35,b,"Fondre debvroit, et si devient plus dure ",Si Salamandre en flamme vit c'est peu,,,
1761,DC0909,7,33,39,c,"Amour le faict de nature adversaire,",Si Salamandre en flamme vit c'est peu,,,
1762,DC0909,8,39,46,c,"Qu'en despit d'elle vit, ce qu'est contraire.",Si Salamandre en flamme vit c'est peu,,,
1763,DC0910,1,1,4,a,"Mais dont vient, que vous damoyselles?","Mais dont vient que vous, damoyselles",,,
1764,DC0910,2,4,8,b,"Avez si tost tout morfondu,","Mais dont vient que vous, damoyselles",,,
1765,DC0910,3,1,4,a,Et si l'esté vous estes belles?,"Mais dont vient que vous, damoyselles",,,
1766,DC0910,4,4,8,b,L'hyvert est votre tainct perdu ,"Mais dont vient que vous, damoyselles",,,
1767,DC0910,5,9,11,b,Voyez m'amye a defendu,"Mais dont vient que vous, damoyselles",,,
1768,DC0910,6,11,15,c,"Le sien contre le froid, et dure","Mais dont vient que vous, damoyselles",,,
1769,DC0910,7,15,19,c,"Tout aussi beau, qu'une paincture,","Mais dont vient que vous, damoyselles",,,
1770,DC0910,8,18,22,d,"Et pourquoy, dire le vous fault,","Mais dont vient que vous, damoyselles",,,
